Name	Address	Town	State	Country	Phone	Website	Lat	Long	Rating	Type	File	Open	Review	
Skytrain East Station	LOT 591 Cliff Dr, Katoomba NSW 2780, Australia	Blue Mountains	NSW	Aus	+61 2 4780 0200	www.scenicworld.com.au	-33.7281732	150.305408	4	Public Transport Station	platform.png	Y	Yeah, a cable car station. Not bad, and great views from the crossing as well.	
Blue Mountains Cable Car	Federal Pass Walking Track, Blue Mountains National Park NSW 2787	Blue Mountains	NSW	Aus	+61 2 4780 0200	www.scenicworld.com.au	-33.7292247	150.3041426	3	Public Transport Station	platform.png	Y	The slow way up the mountain.	
Skytrain West Station	2 Violet St, Katoomba NSW 2780	Blue Mountains	NSW	Aus	+61 2 4780 0200	www.scenicworld.com.au	-33.7290429	150.3014438	4	Public Transport Station	platform.png	Y	The other end of the skytrain, at an amusement park.	
Scenic Railway	1 Violet St, Katoomba NSW 2780	Blue Mountains	NSW	Aus	+61 2 4780 0200	www.scenicworld.com.au	-33.7291488	150.3014977	4	Public Transport Station	platform.png	Y	This is by far the fastest way down the mountain, and pretty thrilling as well. Oh, and apparently it is the steepest in the world as well.	
Newcastle Railway Station	Corner Scott St, Watt St, Newcastle NSW 2300	Newcastle	NSW	Aus	(02) 4925 5156	www.newcastlestation.com.au	-32.9268488	151.7843031	2	Public Transport Station	platform.png	Y	A shame I never came here when it was operational, but at least the town is no longer split it two.	
Byron Bay Train	Bayshore Dr, Byron Bay NSW 2481	Byron Bay	NSW	Aus	(02) 8123 2130	www.byronbaytrain.com.au	-28.6294503	153.5846964	4	Public Transport Station	platform.png	Y	Pretty cool. A train powered entirely by solar power. Pretty impressive. A little slow though, but to be expected.	
Armadale Station	18 Commerce Ave, Armadale WA 6112	Armadale	WA	Aus	Nil	www.transperth.wa.gov.au	-32.1532628	116.0129277	4	Public Transport Station	platform.png	Y	An end of the line station, which means that it is rather better than most, and has restrooms.	
Rottnest Island Ferry Jetty	Indian Ocean, Rottnest Island WA 6161	Rottnest Island	WA	Aus	Nil	Nil	-31.9956314	115.5436884	2	Public Transport Station	platform.png	Y	Only one ferry service – painful.	
Bras Basah Station	Bras Basah Rd, Singapore	Bras Basah	SG	SG	Nil	www.smrt.com.sg	1.2969112	103.8506223	4	Public Transport Station	platform.png	Y	Typical of Singapore metro. Good station, regular trains, very clean.	
Clarke Quay Station	Eu Tong Sen St, Singapore	Clarke Quay	SG	SG	Nil	www.smrt.com.sg	1.2883454	103.8463204	4	Public Transport Station	platform.png	Y	This is where you get off to experience Singapore's night life. As they say, this is where it is all happening.	
Redhill Station	920 Tiong Bahru Rd, Singapore 158792	Clarke Quay	SG	SG	Nil	www.smrt.com.sg	1.289667	103.8166615	4	Public Transport Station	platform.png	Y	Yeah, actually above ground this time. Not a bad station, and I can see the trains as well.	
Gare de Boulonge Tintelleries	Place Zamenhof, 62200 Boulogne-sur-Mer, France	Boulogne-Sur-Mer	Pas-de-Calais	Fr	Nil	www.gares-scnf.com	50.7273045	1.6088937	4	Public Transport Station	platform.png	Y	The older railway station. Somewhat different what I wanted to.	
Munchen Ost	Orleansstrasse, 81667 Munich, Germany	Munich	Bavaria	De	Nil	Nil	48.1277804	11.6044216	3	Public Transport Station	platform.png	Y	Had to change here for the trains, but also good location to get to some cool rave clubs.	
Munchen Hauptbahnhof	Bayerstraße 10A, 80335 München, Germany	Munich	Bavaria	De	+49 180 6 996633	www.bahnhof.de	48.140245	11.5598479	3	Public Transport Station	platform.png	Y	Central station. Quite easy to get around, though you have to pay to use the toilets.	
Salzburg Station	Sudtrioler Platz, 5020 Salzburg, Austria	Salzburg	Salz	Ast	Nil	Nil	47.8128056	13.0457263	4	Public Transport Station	platform.png	Y	Reasonable easy to get around and to find your trains. Helpful staff.	
Piraeus Station	Pireas 185 45, Greece	Pireas	Attica	Grc	Nil	Nil	37.9481037	23.6429766	3	Public Transport Station	platform.png	Y	Watchout for pickpockets, but that goes without saying. However, being where the harbour is located you do get lots of tourists.	
St Victoria Station	Victoria Square, Athens 104 33, Greece	Athens	Attica	Grc	Nil	Nil	37.9930668	23.730217	3	Public Transport Station	platform.png	Y	This is where I discovered that underground railway stations can be somewhat disorientating.	
Acropoli Station	Makrigianni,Athens 117 42, Greece	Athens	Attica	Grc	Nil	Nil	37.9687206	23.7294421	3	Public Transport Station	platform.png	Y	Pretty cool how there is an archaeological display inside the station, namely showing all the stuff they dug up while building the metro.	
Montesanto	Piazza Montesanto, 80135 Napoli NA, Italy	Naples	Napoli	It	Nil	Nil	40.8472328	14.2455473	2	Public Transport Station	platform.png	Y	Wasn't too sure about this place. Doesn't seem to link up with the rest of the metro. Possibly terminus for trains that head off west.	
Lala Station	80125 Naples, Metropolitan City of Naples, Italy	Naples	Napoli	It	Nil	Nil	40.8268667	14.2040254	1	Public Transport Station	platform.png	N	Went to catch a train from here but it was closed.	
Centro Direzionale	80143 Naples, Metropolitan City of Naples, Italy	Naples	Napoli	It	Nil	Nil	40.8590094	14.2815454	1	Public Transport Station	platform.png	Y	Ticket machine didn't work.	
Augusto Station	Viali di Augusto, 80125 Naples, Metropolitan City of Naples, Italy	Naples	Napoli	It	Nil	Nil	40.8263162	14.2001972	2	Public Transport Station	platform.png	N	This one was open, but unless you need a hire car, or need to go to the soccer, I wouldn’t bother.	
Genova Brignole	Piazza Giuseppe Verdi, 2, 16121 Genova GE, Italy	Genoa	Liguria	It	Nil	Nil	44.4066293	8.9467889	2	Public Transport Station	platform.png	Y	Stopped here to change trains on our way to Nice.	
Ventimiglia Stazione	Piazza Cesare Battisti, 18039 Ventimiglia, Province of Imperia, Italy	Ventimiglia	Liguria	It	Nil	Nil	43.7925288	7.6096821	2	Public Transport Station	platform.png	Y	Have to change here to catch the train into France.	
Piazzale Roma	30100 Venice, Metropolitan City of Venice, Italy	Venice	Veneto	It	Nil	www.actv.avmspa.it	45.4379388	12.3188518	3	Public Transport Station	platform.png	Y	They called it the People-Mover. Convenient way to get to the bus depot.	
Sunny Bay Station	Sunny Bay Road, Lantau Island, Hong Kong	Lantau	HK	China	+852 2983 6961	www.mtr.com.hk	22.3317252	114.028869	4	Public Transport Station	platform.png	Y	The station where you switch trains to go to Disneyland	
Disneyland Resort Station	Hong Kong Disneyland Resort, Hong Kong	Lantau	HK	China	Nil	www.hongkongdisneyland.com	22.3153485	114.0450597	4	Public Transport Station	platform.png	Y	Another of Hong Kong's famous stations. Quite clean, and conveniently close to Disneyland.	
Phnom Pehn Railway Station	12201,, Phnom Penh 12201, Cambodia	Phnom Penh	PP	Cmb	Nil	Nil	11.5725372	104.9165376	2	Public Transport Station	platform.png	Y	Train goes to only one destination. Pretty quiet and not all much here. Trains don't run all that often either.	
Nana Station	7 Sukhumvit Rd, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand	Nana	Bangkok	Thai	Nil	www.bts.co.th	13.7405446	100.555299	4	Public Transport Station	platform.png	Y	Fairly smooth to pass through. Number of entertainment districts around here.	
Siam	Rama I Rd, Pathum Wan, Pathum Wan District, Bangkok 10330, Thailand	Siam	Bangkok	Thai	Nil	www.bts.co.th	13.7455629	100.534106	4	Public Transport Station	platform.png	Y	Interchange station, and also provide access to the shopping centre. Raised walkway down to the next station as well.	
Sala Deang	Silom Rd, Silom, Bang Rak, Bangkok 10500, Thailand	Silom	Bangkok	Thai	Nil	www.bts.co.th	13.7284951	100.5341989	3	Public Transport Station	platform.png	Y	Typical Bangkok station. This is where you get off of the famous Patpong Market.	
Surasek	Yan Nawa, Sathon, Bangkok 10120, Thailand	Silom	Bangkok	Thai	Nil	www.bts.co.th	13.7192445	100.5213804	4	Public Transport Station	platform.png	Y	Clean, trains are punctual (sort of), and security guards are very friendly.	
Bangkok Hua Lamphong	Rong Mueang Rd, Rong Muang, Pathum Wan District, Bangkok 10330, Thailand	Samphanthawong	Bangkok	Thai	Nil	Nil	13.7391756	100.5167683	3	Public Transport Station	platform.png	Y	Main railway station. Not actually too bad. Regular trains, though ticket windows not always open. A few places for snacks as well.	
River Kwai Bridge Railway Station	400 Kwaiyai Rd, Ban Tai, Mueang Kanchanaburi District, Kanchanaburi 71000, Thailand	Kanchanaburi	Kanchanaburi	Thai	+66 2 222 0175	www.railway.co.th	14.0424937	99.5044741	3	Public Transport Station	platform.png	Y	Small and rather crowded station. Catch the train here to travel along the death railway.	
Wang Pho	Lum Sum, Sai Yok District, Kanchanaburi 71150, Thailand	Sai Yok	Kanchanaburi	Thai	Nil	Nil	14.1200552	99.1390445	3	Public Transport Station	platform.png	Y	A small station at the end of the line. Not really much here but tourist buses and a restaurant.	
Malvern Station	Station St, Malvern VIC 3144	Caulfield	Vic	Aus	Nil	www.ptv.vic.gov.au	-37.8661138	145.0290488	3	Public Transport Station	platform.png	Y	Yeah, this station was okay, though a little quite. Been around for a while.	
Ormond Station 	North Rd, Ormond VIC 3204	Caulfield	Vic	Aus	Nil	www.ptv.vic.gov.au	-37.9031051	145.0395887	2	Public Transport Station	platform.png	Y	Nice new, train station, but the toilets were locked, so bad, bad bad.	
McKinnon Station	McKinnon Rd, McKinnon VIC 3204	Caulfield	Vic	Aus	Nil	www.ptv.vic.gov.au	-37.9103618	145.03825	4	Public Transport Station	platform.png	Y	Decent new station. The toilets here are accessible, which is cool.	
Glenhuntly Station	893-901 Glen Huntly Rd, Caulfield South VIC 3162	Caulfield	Vic	Aus	Nil	www.ptv.vic.gov.au	-37.8901205	145.0421183	4	Public Transport Station	platform.png	Y	Older station, but probably going to be upgraded in the near future. Still, nice.	
Caulfield Station	Sir John Monash Dr, Caulfield East VIC 3145	Caulfield	Vic	Aus	Nil	www.ptv.vic.gov.au	-37.8773205	145.0422064	4	Public Transport Station	platform.png	Y	Another interchange station – sort of. Trains reasonably regular, and the all stop here as well.	
Ayutthaya Station	Ho Rattanachai, Phra Nakhon Si Ayutthaya District, Phra Nakhon Si Ayutthaya 13000, Thailand	Ayutthaya	Ayutthaya	Thai	Nil	www.railway.co.th	14.3566368	100.5830458	4	Public Transport Station	platform.png	Y	I like it cause it's pretty old school. They even have the guy ring the bell when a train is coming (and the come in here pretty fast mind you).	
Woodend Station	Urquhart St, Woodend VIC 3442	Woodend	Vic	Aus	(03) 5427 2740	www.ptv.vic.gov.au	-37.3591616	144.5261143	4	Public Transport Station	platform.png	Y	Another rather nice old station with good facilities. Quite close to town as well.	
Bendigo Station	Railway Pl, Bendigo VIC 3550	Bendigo	Vic	Aus	Nil	www.ptv.vic.gov.au	-36.7655488	144.2828017	4	Public Transport Station	platform.png	Y	Not a bad station actually. Trains reasonably regular, and a large interchange as well. Good idea to arrive early if getting a ticket though.	
Kangaroo Flat Station	Short St, Kangaroo Flat VIC 3555	Bendigo	Vic	Aus	Nil	www.ptv.vic.gov.au	-36.794961	144.2488939	3	Public Transport Station	platform.png	Y	Was an okay station, nothing too flash though. Nice buildings however.	
Rochester Station	Northern Hwy, Rochester VIC 3561	Rochester	Vic	Aus	Nil	www.ptv.vic.gov.au	-36.3623424	144.6983867	3	Public Transport Station	platform.png	Y	Station is quite nice, but unfortunately trains don’t come through here as often as they should.	
Eaglehawk Station	Hall St, Eaglehawk VIC 3556	Bendigo	Vic	Aus	(03) 5625 1617	www.ptv.vic.gov.au	-36.7184241	144.2479729	4	Public Transport Station	platform.png	Y	Currently being refurbished. A rather nice station though.	
Vintage Talking Trams	Bendigo VIC 3550	Bendigo	Vic	Aus	(03) 5442 2821	www.bendigotramways.com	-36.7650789	144.269743	4	Public Transport Station	platform.png	Y	More of a tourist attraction, but still cool that trams run down the streets of Bendigo.	
Joss House Terminus	Finn St, North Bendigo VIC 3550	Bendigo	Vic	Aus	Nil	www.bendigotramways.com	-36.740642	144.2911185	4	Public Transport Station	platform.png	Y	Quite useful in that it is near the temple.	
Echuca Station	Sturt St, Echuca VIC 3564	Echuca	Vic	Aus	Nil	www.ptv.vic.gov.au	-36.131042	144.7532961	4	Public Transport Station	platform.png	Y	Nice station, and even has lockers. Also close to town. Problem is that trains don’t come here all that often.	
Public Purse, the	Elizabeth St & Bourke St, Melbourne VIC 3000	Melbourne	Vic	Aus	Nil	Nil	-37.814193	144.963222	4	Purse	purses.png	Y	Nice little Melbourne icon.	
Hum on King	271 King St, Newtown NSW 2042	Newtown	NSW	Aus	(02) 9550 3553	www.hum.com.au	-33.8962034	151.1800924	5	Records	turntable.png	Y	Awesome old style music store that also does DVDs. Great selection of classics.	
Urban Depot	115 Oxford St, Leederville WA 6007	Leederville	WA	Aus	(08) 9443 4355	www.urbandepot.com.au	-31.937722	115.8408346	4	Records	turntable.png	Y	Pretty awesome store. Basically a clothing and record store with some pretty cool things available. Very hip.	
Just Funkin Music	124 River St, Ballina NSW 2478	Ballina	NSW	Aus	(02) 6686 2440	Nil	-28.8708333	153.5602852	5	Records	turntable.png	Y	Awesome – second-hand books, second-hand music, vinyl, and coffee. Can’t ask for anything more from a place.	
Dogma	98 Cronulla St, Cronulla NSW 2230	Cronulla	NSW	Aus	(02) 9527 4446	Nil	-34.0544432	151.1521642	4	Restaurant, American	burger.png	N	Nice little bar on the main street of Cronulla. Does American beer.	
Andrew's Hamburgers	155 Franklin St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9328 2825	www.andrewshamburgers.com.au	-37.8088057	144.9594465	4	Restaurant, American	burger.png	N	Hamburgers absolutely delicious, and chips are bad at all either. Hidden away as well so one of those secret jewels.	
Betty's Burgers and Concrete Company	97 Elizabeth St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9642 5823	www.bettysburgers.com.au	-37.8159065	144.9635716	3	Restaurant, American	burger.png	Y	It was okay, better than Maccas, but that isn't hard to achieve. Friendly staff, burgers okay but not hugely fantastic.	
Big Daddy's Burger Bar	227 King St, Newtown NSW 2042	Newtown	NSW	Aus	(02) 9517 4335	www.bigdaddysburgerbar.com.au	-33.8953134	151.1813054	3	Restaurant, American	burger.png	Y	An American style burger bar. Not too pricy, and burgers were nice, but nothing out of the ordinary.	
Blue Bonnett Barbeque	124-126 Lygon St, Brunswick East VIC 3057	Brunswick	Vic	Aus	(03) 9972 1815	www.bluebonnetbbq.com.au	-37.7743614	144.9713209	4	Restaurant, American	burger.png	Y	Pretty cool restaurant. Serves the dishes on a tray rather than individual plates. Offers decent servings, and the price isn't bad. The sauce can be a bit spicey though.	
Burger Culture	3 Cole St, Williamstown VIC 3016	Williamstown	Vic	Aus	(03) 9397 7156	www.burgerculture.com.au	-37.863182	144.9028887	4	Restaurant, American	burger.png	Y	Not bad burger joint. Appears quite new, and burgers quite good, and quite fresh as well. Worth checking out.	
Burger Foundary	172 Henley Beach Rd, Torrensville SA 5031	Torrensville	SA	Aus	(08) 8352 4527	www.burgerfoundry.com.au	-34.9239111	138.5618213	4	Restaurant, American	burger.png	Y	Pretty cool gourmet burger place. Sure beats your standard fast food restaurant.	
BurgerFuel	316 Church St, Parramatta NSW 2150	Parramatta	NSW	Aus	(02) 8677 4567	www.burgerfuel.com	-33.8119607	151.004103	3	Restaurant, American	burger.png	N	Another burger restaurant, but they do make pretty good burgers. Loved the chips.	
Burger Haus, the	167 Bay St, Port Melbourne VIC 3207	Port Melbourne	Vic	Aus	(03) 9646 6030	www.the-burger-haus.com.au	-37.83956	144.9409543	4	Restaurant, American	burger.png	N	pretty decent burger joint. Good prices and lovely burgers and some awesome chips as well.	
Burger Joint, the	Shop 1-2, 23 Darlinghurst Road, Potts Point NSW 2011	Darlinghurst	NSW	Aus	(02) 9332 3253	www.theburgerjointpotts.com.au	-33.87311	151.2242017	3	Restaurant, American	burger.png	Y	Not a bad place for a burger. Chips are nice as well. Being in the Cross is a massive drawback though.	
Burger Project	Melbourne Central - Menzies Alley, Ground Floor, Shop OE2, 211 La Trobe Street, Melbourne VIC 3000	Melbourne	Vic	Aus	(02) 9259 5600	www.burgerproject.com	-37.8106742	144.9620556	4	Restaurant, American	burger.png	N	Awesome burgers, awesome fries, and some great craft beers as well – what's not to like.	
Burger Shed, the	914 Military Rd, Mosman NSW 2088	Mosman	NSW	Aus	(02) 8021 9262	Nil	-33.8307859	151.2443665	3	Restaurant, American	burger.png	N	Makes a decent burger. Not too pricey either. Reasonably popular.	
Burgertory	309 High St, Kew VIC 3101	Kew	Vic	Aus	(03) 9855 0002	www.burgertory.com.au	-37.8048431	145.0356706	3	Restaurant, American	burger.png	N	Burgers weren't too bad, and rather spartan. Good selection of burgers from okay to heart-attack inducing.	
Mary’s Burgers	Castlereigh St, Sydney NSW 2000	Sydney	NSW	Aus	Nil	Nil	-33.8716096	151.2093929	3	Restaurant, American	burger.png	Y	Pretty popular, and the burgers and chips weren’t too bad, but not one of the best that I’ve visited.	
Charlie & Co Burgers	Level 3/287 Lonsdale St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 8609 8136	www.charlieandco.com.au	-37.8120484	144.9639958	3	Restaurant, American	burger.png	Y	Not one of the best burger joints around, but still appetizing. Chips were rather average though.	
Backyard Burger Kitchen	Errol Flynn Boulevard, Entertainment Quarter, Moore Park NSW 2021	Paddington	NSW	Aus	(02) 9358 3857	www.backyardburgerkitchen.com	-33.8941737	151.2250759	3	Restaurant, American	burger.png	Y	Not too bad. Staff really helpful, and the burgers were reasonably nice as well.	
8Bit	231 Swanston St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9687 8838	www.eat8bit.com.au	-37.8125611	144.9649008	4	Restaurant, American	burger.png	Y	Great place for a burger, but certainly draws the crowds so you may be waiting a while.	
Best Burger Bar, the	55 Oshanassy St, Sunbury VIC 3429	Sunbury	Vic	Aus	(03) 9740 8622	Nil	-37.5811471	144.7302859	4	Restaurant, American	burger.png	Y	Really nice burgers, and pretty decent chips as well.	
FB’s Fancy Burgers	17 Synagogue Pl, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8227 0857	www.fancyburgers.com.au	-34.9220429	138.606533	3	Restaurant, American	burger.png	N	Decent burgers, but it looks as if it has closed, which is a shame.	
Goody's Burger House	168 Lonsdale St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9654 8564	www.goodysburgerhouse.com	-37.8105737	144.9672424	4	Restaurant, American	burger.png	Y	Decent burgers at a decent price. Chips quite nice. American diner style, but with a greek influence.	
Grand Trailer Park Taverna	87 Bourke St, Melbourne VIC 3000	Melbourne	Vic	Aus	(03) 9972 3699	www.grandtrailerpark.com.au	-37.8121502	144.970741	3	Restaurant, American	burger.png	Y	Incredibly greasy burger joint. Loved the trailer park set up. Chips are okay.	
Grill Kings of New York	2-50 Murray Rd, Preston VIC 3072	Preston	Vic	Aus	(03) 9478 3868	Nil	-37.7401369	145.0312942	5	Restaurant, American	burger.png	N	Pretty good actually, especially the sloppy joe.	
Jus Burgers	1 Rokeby Rd, Subiaco WA 6008	Subiaco	WA	Aus	(08) 9381 1895	www.jusburgers.com.au	-31.945509	115.8236675	4	Restaurant, American	burger.png	Y	Pretty decent burger joint. Nice burgers, reasonable price, though does get pretty crowded on game day.	
Kustom Burgers	861 High St, Thornbury VIC 3071	Preston	Vic	Aus	(03) 9484 9316	www.kustomburgers.com.au	-37.754609	145.0009315	4	Restaurant, American	burger.png	Y	Pretty greasy burgers. Do have standard makes if you're not sure what you want. Chips not bad. Beer pretty ordinary. Has a 60s car theme.	
Laurie Dee’s	571-583 High St, Epping VIC 3076	Epping	Vic	Aus	(03) 9408 0196	www.lauriedees.com.au	-37.6529174	145.0192686	4	Restaurant, American	burger.png	Y	Actually, the burgers and fries weren't all that bad. Quite delicious actually. They also do icecream, but I came for the burgers.	
Local Burger Co	687 Rathdowne St, Carlton North VIC 3054	Carlton	Vic	Aus	(03) 9347 7561	Nil	-37.7888841	144.9716495	5	Restaurant, American	burger.png	N	A small hamburger restaurant in the inner North that makes some really, really good hamburgers. It is also cheap, and the fries are top notch. Also has a unique collection of mineral water available.	
Misty’s Diner	765 Gilbert Rd, Reservoir VIC 3073	Preston	Vic	Aus	(03) 9470 5555	www.mistysdiner.com.au	-37.7185705	144.9929188	3	Restaurant, American	burger.png	Y	Not a bad American style diner, though not one of the best places to grab a bite to eat. Chips were pretty ordinary, but the atmosphere wasn't bad.	
Dizzy Dukes Bar & Grill	2/20 Anzac Ave, Redcliffe QLD 4020	Redcliffe	Qld	Aus	(07) 3284 3259	www.dizzydukes.com.au	-27.2308427	153.1151503	3	Restaurant, American	burger.png	N	Better experienced as a restaurant, but they will just serve you a beer. Nice friendly staff though not a great beer selection.	
Nord Burger	259 Port Rd, Hindmarsh SA 5007	Hindmarsh	SA	Aus	Nil	www.nordburger.com	-34.9034607	138.5699768	4	Restaurant, American	burger.png	Y	Pretty decent burger joint. Loved their little 'tater tots'. Burgers pretty filling. They also have beer.	
On It Burgers	349-351 Victoria St, Abbotsford VIC 3067	Abbotsford	Vic	Aus	(03) 8590 2181	www.justgetonit.com.au	-37.8100455	144.9967545	5	Restaurant, American	burger.png	Y	Burgers are nothing short of awesome. Not too pricey and great chips. Good craft beers on tap. Love the Melbourne paintings on the ceiling.	
Twelve Boar	70/90 Middle St, Cleveland QLD 4163	Cleveland	Qld	Aus	(07) 3286 1839	www.twelveboar.com.au	-27.5258428	153.2688208	4	Restaurant, American	burger.png	Y	Burgers quite nice, and chips not bad either. Friendly staff as well.	
Carls Jnr	Domestic Terminal, 32 Bribie Way, Brisbane Airport QLD 4008	Brisbane Airport	Qld	Aus	(02) 4879 0219	www.carlsjr.com.au	-27.3864199	153.1192309	3	Restaurant, American	burger.png	Y	Still basically a burger joint, but a little better than my previous experience.	
Royal Stacks	1/800 Sydney Rd, Brunswick VIC 3056	Brunswick	Vic	Aus	(03) 9383 7554	www.royalstacks.com.au	-37.7584146	144.9638214	3	Restaurant, American	burger.png	Y	Okay, but not one of the greatest. Burgers were nice, but chips were rather average.	
Rush	238 Elizabeth St, Sydney NSW 2000	Sydney	NSW	Aus	(02) 9211 9045	Nil	-33.8811141	151.2088889	5	Restaurant, American	burger.png	Y	Pretty awesome burgers, and chips are pretty nice as well. Great little burger bar.	
Pattysmith’s	336 Racecourse Rd, Flemington VIC 3031	Flemington	Vic	Aus	(03) 9372 5363	www.pattysmiths.com.au	-37.7880279	144.9294258	5	Restaurant, American	burger.png	Y	Pretty awesome burger bar. Chips are great, as are the burgers. Good beers as well.	
Flipside Burgers	222 William St, Northbridge WA 6003	Northbridge	WA	Aus	(08) 9228 8822	www.flipsideburgers.com.au	-31.9487522	115.8595948	5	Restaurant, American	burger.png	Y	Burgers with blue vein cheese – right on, and delicious as well.	
Burgerlove	2 George St, South Melbourne VIC 3205	South Melbourne	Vic	Aus	(03) 9042 0078	www.burgerlove.com.au	-37.8305402	144.9517796	4	Restaurant, American	burger.png	Y	Awesome burgers and fries, and not all that pricey either. Hidden away in an alley though, but mostly do delivery.	
Coburger & Co	67 Moreland Rd, Coburg VIC 3058	Coburg	Vic	Aus	(03) 9939 5178	www.coburgerandco-online.com.au	-37.7564578	144.974176	4	Restaurant, American	burger.png	Y	Friends love this place, though been here a bit too often. Chilie Con Carne and HSP awesome, burgers okay. Service excellent.	
BurgA’nomix	2/1 Colley Terrace, Glenelg SA 5045	Glenelg	SA	Aus	(08) 7226 3730	www.burganomix.com	-34.9801326	138.512535	4	Restaurant, American	burger.png	Y	Came highly recommended. Pretty nice burgers, decent chips, and an awesome atmosphere.	
Groove Train, the	571-583 High St, Epping VIC 3076	Epping	Vic	Aus	(03) 9408 5422	www.groovetrain.com.au	-37.6526431	145.0192946	2	Restaurant, American	burger.png	Y	Quite pricey, and one of those restaurants you find everywhere. Food wasn't bad though, and good selection.	
Burger Theory	8/10 Union St, Adelaide SA 5000	Adelaide	SA	Aus	0426 763 930	www.burgertheory.com	-34.9228416	138.6085602	3	Restaurant, American	burger.png	N	Make a pretty decent burger. Once again not the best, but still pretty cool, and quite popular too.	
Newy Burger Co	459 Hunter St, Newcastle NSW 2300	Newcastle	NSW	Aus	0438 845 956	www.newyburgerco.com.au	-32.9275395	151.7696322	4	Restaurant, American	burger.png	Y	Pretty awesome burger joint with some great staff. Chips were great, as were the burgers. Great find.	
New York Minute	46 Lygon St, Brunswick East VIC 3057	Brunswick	Vic	Aus	(03) 9381 5492	www.newyorkminute.com.au	-37.7773848	144.9710053	4	Restaurant, American	burger.png	Y	Yeah, quite liked this place. Burgers and chips quite nice. Not licensed, but that’s cool.	
Hard Rock Café	Surfers Paradise Blvd &, Cavill Ave, Surfers Paradise QLD 4217	Surfers Paradise	Qld	Aus	(07) 5539 9377	www.hardrockcafe.com	-28.002165	153.428746	3	Restaurant, American	burger.png	Y	Rather gimmicy. Only been here once. A little pricey as well, but worth checking out once.	
Main Street Burger Bar	18 Jonson St, Byron Bay NSW 2481	Byron Bay	NSW	Aus	(02) 6680 8832	www.mainstreetburgerbar.com.au	-28.6423927	153.6119641	4	Restaurant, American	burger.png	Y	Delicious burgers, great beer, and friendly staff. What more could you want?	
Hog's Breath Café	Rubi Epping Plaza Shopping Centre R05 Cooper and, High St, Epping VIC 3076	Epping	Vic	Aus	(03) 9408 0334	www.hogsbreath.com.au	-37.6530769	145.0191227	3	Restaurant, American	burger.png	N	Not one of my favourite places, but not too bad nonetheless. Staff pretty good, and burger was nice, though a little pricey.	
Malibu Burgers	97 River St, Ballina NSW 2478	Ballina	NSW	Aus	(02) 6686 2183	www.malibuburgers.com.au	-28.8708438	153.5615119	3	Restaurant, American	burger.png	Y	Yummy fish and chips, and not too pricey either.	
Burger Urge	542 Brunswick St, New Farm QLD 4006	Fortitude Valley	Qld	Aus	(07) 3254 1655	www.burgerurge.com.au	-27.461605	153.0391015	4	Restaurant, American	burger.png	N	Pretty nice burgers, and great chips.	
Chur Burger	48 Albion St, Surry Hills NSW 2010	Surry Hills	NSW	Aus	(02) 9212 3602	www.churburger.com.au	-33.8822522	151.2101064	4	Restaurant, American	burger.png	Y	Yep, another pretty awesome burger bar that I happened to stumble across on my way back to the hotel.	
Natural Born Grillers	3 Compton St, Mount Gambier SA 5290	Mount Gambier	SA	Aus	(08) 7717 0927	www.nbgburgerco.com	-37.8306184	140.7840895	3	Restaurant, American	burger.png	Y	Burger was nice, chips even better. Quite filling actually, and pretty authentic as well.	
Chur Burger	Keith Smith Ave, Mascot NSW 2020	Sydney Airport	NSW	Aus	(02) 9212 3602	www.churburger.com.au	-33.9340869	151.1787857	4	Restaurant, American	burger.png	Y	Discovered this place at the airport. Excellent burgers as expected.	
Danny’s Burgers	360 St Georges Rd, Melbourne VIC 3068	Fitzroy	Vic	Aus	(03) 9481 5847	Nil	-37.7793199	144.9873196	3	Restaurant, American	burger.png	Y	It was okay, though I’ve been to much better ones. Not really a place to eat in either.	
Badger vs Hawk	333 La Trobe St, Melbourne VIC 3000	Melbourne	Vic	Aus	0403 176 319	Nil	-37.8110077	144.9594922	4	Restaurant, American	burger.png	N	Pretty decent burgers, and chips aren’t bad either. Pass on the coffee though.	
Jerry's Burgers	482 Macaulay Rd, Kensington VIC 3031	Flemington	Vic	Aus	(03) 9372 1687	Nil	-37.7942671	144.930098	3	Restaurant, American	burger.png	N	Okay, but nothing out of the ordinary.	
Bullitt	Pfeilstraße 10, 50672 Köln, Germany	Cologne	Westphalia	De	+49 221 27245454	www.the-bullitt.de	50.9366773	6.9410387	4	Restaurant, American	burger.png	N	Even though food was American, it's still pretty nice. Awesome burgers. Shame it looks like it's closed.	
Buns Bazaar	45 Rue Lepelletier, 59000 Lille, France	Lille	Pas-de-Calais	Fr	+33 3 28 38 80 29	Nil	50.6388416	3.0619253	4	Restaurant, American	burger.png	Y	Cool little burger bar hidden in the backstreets. Has an upstairs area, and some nice beers as well.	
